"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p"
"Cpeb3",4.66747219960582e-08,-0.974075569058793,0.205,0.466,0.000823528794898451,"Down",3.08432121100926
"Tmx4",4.69182443398743e-08,-1.18997599930149,0.128,0.376,0.000827825503132743,"Down",3.08206119825513
"Fbxo11",4.74577397092427e-08,-1.61675356763624,0.115,0.339,0.000837344359429878,"Down",3.07709590085511
"Ncald",4.80734670497962e-08,-0.966665424149997,0.179,0.453,0.000848208252626603,"Down",3.07149750639557
"Ttc3",4.84467681355861e-08,0.4609748444268,0.994,0.991,0.000854794776984281,"Up",3.06813814015073
"Atp8a1",4.89723379879939e-08,-1.01609652072417,0.237,0.501,0.000864067931460165,"Down",3.06345211273111
"Atxn7l1",4.91964034996152e-08,-1.36019672587365,0.173,0.407,0.00086802134334721,"Down",3.06146959604015
"Stxbp5",4.93557048869411e-08,-1.1401482450055,0.173,0.422,0.000870832057025189,"Down",3.0600655921104
"Clasp2",4.95454653433725e-08,-0.621554553900057,0.455,0.767,0.000874180190518465,"Down",3.05839903912524
"Ldlrad4",5.18761331831565e-08,-1.38228831399921,0.115,0.352,0.000915302493883614,"Down",3.03843535433364
"Sorcs1",5.26417986547633e-08,-1.11765557531573,0.372,0.615,0.000928811895464644,"Down",3.03207223114462
"Klf12",5.39960624573393e-08,-1.26178521098487,0.205,0.459,0.000952706525997295,"Down",3.02104085987435
"Ocrl",5.44091679223534e-08,-1.6408492432537,0.083,0.303,0.000959995358822003,"Down",3.01773086658842
"Itm2b",5.58544758660916e-08,-2.80999964331317,0.032,0.22,0.00098549637218132,"Down",3.0063449701106
"Zbtb20",5.60729344450075e-08,-1.29452107459585,0.282,0.53,0.000989350855347712,"Down",3.00464966642119
"Gmcl1",5.7202694753781e-08,-2.11089761190759,0.058,0.261,0.00100928434623571,"Down",2.99598646250042
"Gpcpd1",5.82654211972102e-08,-2.01120673475899,0.064,0.27,0.00102803509160358,"Down",2.9879920606037
"Nsd2",6.10084802941354e-08,-1.19528979919796,0.154,0.396,0.00107643362630973,"Down",2.96801274393257
"Nebl",6.20233782743073e-08,-0.862420841499942,0.327,0.607,0.00109434048627188,"Down",2.9608475333017
"Snap91",6.22559567804625e-08,-0.939109064405228,0.25,0.521,0.00109844410143448,"Down",2.95922203893122
"Reep1",6.23504622636564e-08,-1.17917013383468,0.192,0.437,0.00110011155617995,"Down",2.95856327322645
"Psd3",6.28334743956541e-08,-2.41768222053441,0.045,0.24,0.00110863382223692,"Down",2.95521187607118
"Tmem132d",6.74630919571723e-08,-1.68147414544094,0.141,0.369,0.00119031879449235,"Down",2.92433670907208
"Slc24a3",6.7529317519728e-08,-0.991640129066753,0.301,0.569,0.00119148727831808,"Down",2.92391059031774
"Cadps",6.82138508058727e-08,-0.545998136346247,0.654,0.901,0.00120356518361882,"Down",2.91953038389384
"Opcml",7.1544714371108e-08,-0.911757083047608,0.577,0.761,0.00126233494036383,"Down",2.89882539671473
"Reps1",7.55466202119419e-08,-2.06318626319061,0.045,0.242,0.0013329445670195,"Down",2.87518791115488
"Zfp532",8.06879713129324e-08,-1.38876952861917,0.135,0.365,0.00142365856584538,"Down",2.84659415448366
"Fbxo10",8.0991820878779e-08,-2.15371069544656,0.064,0.264,0.00142901968758518,"Down",2.84496178789853
"Dcc",8.1004599351918e-08,-0.888872226706312,0.635,0.815,0.00142924515096524,"Down",2.84489327255263
"Fam135b",8.29106186636148e-08,-1.41252051541863,0.135,0.367,0.00146287495570082,"Down",2.83479279511191
"Cacnb2",8.42631990271392e-08,-0.850801758233109,0.442,0.697,0.00148673988363484,"Down",2.82776500792975
"Desi2",8.5483988020798e-08,-1.70986297202772,0.051,0.255,0.00150827948463896,"Down",2.82151817611211
"Esrrg",8.54963961652343e-08,-1.48196704690227,0.122,0.349,0.00150849841393939,"Down",2.82145514211328
"Son",9.11382678405673e-08,0.633259345128768,0.814,0.767,0.00160804359777897,"Up",2.79370218070066
"Mast4",9.11661316602036e-08,-0.816527686310665,0.224,0.473,0.00160853522701263,"Down",2.7935694235841
"Caly",9.36699130626084e-08,-1.55284180381604,0.09,0.306,0.00165271194607666,"Down",2.78180283374297
"Gria4",9.47507795521351e-08,-0.593521261398519,0.724,0.89,0.00167178275441787,"Down",2.77682015912637
"Ago3",9.49213705445294e-08,-0.997609131358265,0.167,0.417,0.00167479266188768,"Down",2.77603895064006
"Tia1",9.83968214019009e-08,-0.744753618697729,0.346,0.637,0.00173611351681514,"Down",2.76042188162805
"Cux1",9.92026544922757e-08,-1.20651705462121,0.147,0.382,0.00175033163586171,"Down",2.75687965761119
"Spire1",1.06230511808063e-07,-1.29332188215849,0.147,0.38,0.00187433115034146,"Down",2.7271536770231
"Srgap3",1.06868328740976e-07,-0.713138104060579,0.385,0.672,0.00188558479230578,"Down",2.72455393315891
"Farp1",1.0744347876379e-07,-1.01841203711388,0.192,0.466,0.00189573273930832,"Down",2.72222288958499
"Fbxo38",1.07866879218182e-07,-1.78824509067265,0.071,0.277,0.0019032032169256,"Down",2.72051483689562
"Pcdh15",1.07932050344589e-07,-1.20523717283488,0.538,0.736,0.00190435309627993,"Down",2.72025252362562
"Nyap2",1.09665991820466e-07,-1.44321731264155,0.109,0.334,0.0019349467596803,"Down",2.71333098015161
"Stim1",1.11115117392554e-07,-1.55674625827196,0.083,0.295,0.00196051513127421,"Down",2.70762980146195
"Frmd5",1.13578368256097e-07,-0.770128082645409,0.41,0.69,0.00200397672951058,"Down",2.69810732587057
"Scai",1.16490890787732e-07,-1.6733370960026,0.109,0.323,0.00205536527705875,"Down",2.68711098463283
"Rmst",1.23065412164691e-07,-1.25509198641813,0.385,0.602,0.00217136613223381,"Down",2.6632669403401
"Ankrd10",1.24707937736616e-07,-1.37704023603706,0.128,0.352,0.00220034685342485,"Down",2.65750885342554
"Gm5577",1.25187300084094e-07,-2.11089761190759,0.058,0.253,0.00220880472268376,"Down",2.65584267779522
"Ftx",1.25390553997457e-07,-0.78500582988975,0.365,0.653,0.00221239093473113,"Down",2.65513812972028
"Ankrd55",1.28750183797303e-07,-1.17928932050424,0.147,0.383,0.00227166824291962,"Down",2.64365509320294
"Scfd2",1.29902685668922e-07,-1.99403159095086,0.058,0.255,0.00229200298594246,"Down",2.6397848209204
"9630014M24Rik",1.30068852957888e-07,-1.55049404895962,0.115,0.338,0.00229493484158897,"Down",2.63922964055813
"March7",1.30506021525326e-07,-1.68714289552763,0.077,0.283,0.00230264824379285,"Down",2.63777240048454
"Pced1b",1.32788406491543e-07,-1.85350128194975,0.083,0.288,0.00234291864413679,"Down",2.63024279164883
"St7",1.34513989479749e-07,-1.35179428487795,0.103,0.325,0.00237336483038069,"Down",2.62463549750004
"Xkr6",1.35519506675575e-07,-0.636479586332772,0.365,0.677,0.00239110617578384,"Down",2.62140113884314
"Pten",1.38029694368456e-07,-2.51721789408532,0.038,0.222,0.00243539592743704,"Down",2.61343042454244
"Olfm3",1.42521611403598e-07,-1.70704245296534,0.135,0.352,0.00251465131160509,"Down",2.59952222688814
"Dlc1",1.43338328740946e-07,-1.69779013972714,0.058,0.257,0.00252906147230525,"Down",2.59704061440471
"Vps35l",1.43688948357426e-07,-1.18360799415032,0.128,0.361,0.00253524780481842,"Down",2.59597958465197
"Ralgapa2",1.46448847384608e-07,-0.903310696323454,0.263,0.539,0.00258394346325403,"Down",2.58771699294685
"Erc2",1.51921956351303e-07,-0.58531541046873,0.622,0.855,0.00268051099786239,"Down",2.57178240656919
"Sema6a",1.52796595671444e-07,-1.77477716985297,0.096,0.308,0.00269594313402696,"Down",2.56928927268522
"Pde8b",1.54186454829189e-07,-1.16696107613947,0.179,0.428,0.00272046580900622,"Down",2.56535672796548
"Rfx3",1.59838680497496e-07,-1.40941460455081,0.103,0.323,0.00282019367869781,"Down",2.54972106519079
"Ptprn",1.60179087087391e-07,1.09680461248618,0.673,0.58,0.00282619981256992,"Up",2.54879713674476
"Zmym4",1.66524967955216e-07,-0.824229996979718,0.269,0.536,0.00293816653460182,"Down",2.53192359213702
"Clstn1",1.687240679835e-07,-1.15767550739818,0.141,0.374,0.00297696745550088,"Down",2.52622591307704
"Ulk4",1.72838353878897e-07,-1.18981466913181,0.141,0.374,0.00304955991583925,"Down",2.51576282947705
"Herc3",1.77833644666967e-07,-2.13673761684285,0.058,0.25,0.00313769682650396,"Down",2.50338902153213
"Ttc28",1.81374853919581e-07,-1.11706463189246,0.179,0.422,0.00320017792255709,"Down",2.49482587523113
"Ext1",1.81376431872282e-07,-1.67006938216869,0.077,0.281,0.00320020576395454,"Down",2.494822096906
"Klf7",1.81607989762719e-07,-1.35120794264639,0.103,0.316,0.00320429137137341,"Down",2.49426799969573
"Frmpd4",1.81954147592112e-07,-1.46991217930697,0.212,0.442,0.00321039898011523,"Down",2.49344099124157
"Kat6b",1.89928518113613e-07,-1.06173946877798,0.186,0.422,0.00335109877359659,"Down",2.47481277115137
"Psap",1.90180178449252e-07,-1.28045718246064,0.186,0.411,0.00335553906855861,"Down",2.47423770032537
"Cntnap4",1.91007785380674e-07,-1.42164023410309,0.147,0.369,0.00337014136525661,"Down",2.47235188166183
"Eya3",2.02671793032339e-07,-2.00264472125556,0.045,0.233,0.00357594111626259,"Down",2.44660964118842
"4632427E13Rik",2.03943365857e-07,-1.49297034783864,0.128,0.343,0.0035983767471809,"Down",2.44389336832342
"Nhs",2.06875648793758e-07,-1.65472141783526,0.096,0.306,0.00365011394731708,"Down",2.43769357775761
"Pan3",2.21198603008035e-07,-1.39168701200146,0.115,0.334,0.00390282815147378,"Down",2.40862057106304
"Chpt1",2.23712405244189e-07,-2.26376953708073,0.045,0.229,0.00394718167812847,"Down",2.40371288374058
"Fut9",2.28635702766908e-07,-1.74445157849127,0.077,0.279,0.00403404833961932,"Down",2.39425890198241
"Pakap",2.31045601458724e-07,-0.627730344738249,0.301,0.598,0.00407656859213772,"Down",2.3897052458614
"Grik2",2.33821561844991e-07,-0.755628512950293,0.75,0.857,0.00412554763719302,"Down",2.38451839377471
"Prpf4b",2.38648873236065e-07,0.55119046540146,0.833,0.752,0.00421072071937713,"Up",2.3756435626775
"Ppfia2",2.63898317898608e-07,-0.75093673309456,0.397,0.662,0.00465622192100303,"Down",2.33196632888003
"Rnf150",2.63934256652252e-07,-1.43327907558543,0.103,0.312,0.00465685602437233,"Down",2.33190718890583
"Rims2",2.66191838515585e-07,-0.574028815476179,0.59,0.835,0.00469668879876898,"Down",2.32820821508924
"Mllt3",2.68739248289154e-07,-1.18576702507945,0.179,0.406,0.00474163529681384,"Down",2.32407185286149
"Aff3",2.81084362804888e-07,-0.862046391082763,0.282,0.545,0.00495945249732944,"Down",2.30456626514548
"Kif26b",2.85832274098858e-07,-1.41445831966012,0.154,0.372,0.00504322464420024,"Down",2.29729168629979
"Stag1",2.98963595590032e-07,-0.741482729754541,0.314,0.578,0.00527491368059053,"Down",2.27778464282647
"Gprasp2",3.00961852949698e-07,0.770182517673769,0.705,0.617,0.00531017093344447,"Up",2.27489149883249
"Ndst3",3.02949482099162e-07,-1.90800784711749,0.077,0.275,0.00534524066215761,"Down",2.27203273649933
"Spop",3.07510456025842e-07,-1.0587877992931,0.16,0.393,0.00542571448611996,"Down",2.26554306357204
"Klhl32",3.16526555653586e-07,-0.941025602991898,0.147,0.383,0.00558479454795186,"Down",2.25299279897308
"Asxl2",3.30159190153262e-07,-1.2827526404483,0.115,0.332,0.00582532875106416,"Down",2.23467956030293
"Galntl6",3.30730604379763e-07,-1.22990799606754,0.635,0.804,0.00583541078367655,"Down",2.23392856638732
"Pcdh17",3.33874981242582e-07,-1.24259551397632,0.192,0.417,0.00589089016904412,"Down",2.22981907426328
"Mapkap1",3.37305972889832e-07,-1.41030269016881,0.103,0.31,0.0059514265856682,"Down",2.22537891930974
"Gsk3b",3.41551694915724e-07,-1.18397448597013,0.135,0.356,0.00602633810509304,"Down",2.21994650607504
"Dalrd3",3.49111987152633e-07,-1.85240208567495,0.064,0.255,0.00615973190132105,"Down",2.21043818983406
"Pla2g4e",3.50326295303878e-07,-2.38793487714036,0.032,0.206,0.00618115715434163,"Down",2.20893021444155
"Fyttd1",3.59573593502229e-07,-1.9157672705756,0.051,0.235,0.00634431648375333,"Down",2.19761516053923
"Nrp1",3.75641163109749e-07,-1.17597632414113,0.192,0.417,0.0066278126819084,"Down",2.17862977429662
"Leng8",3.87530257674697e-07,0.833856546461557,0.647,0.494,0.00683758386641236,"Up",2.16509733378513
"Zbtb38",3.93458826961163e-07,-1.23397026736202,0.09,0.297,0.00694218754290277,"Down",2.15850365805907
"Atxn10",3.95369393413703e-07,-1.05327079432553,0.141,0.361,0.00697589757739137,"Down",2.15639990449468
"Tnrc6b",4.07864962326319e-07,-0.596495025297234,0.404,0.712,0.00719636939528557,"Down",2.14288655207792
"P4htm",4.12240199191835e-07,-1.61562159814632,0.077,0.275,0.00727356607454073,"Down",2.13825261159224
"Btbd9",4.18489931688903e-07,-0.809999643313168,0.263,0.512,0.00738383635471901,"Down",2.13171793698622
"Phkb",4.27133757885223e-07,-1.50341209456029,0.096,0.297,0.00753634802412687,"Down",2.12283905428791
"Macrod2",4.31793896880445e-07,-0.652334824998379,0.705,0.857,0.00761857151655857,"Down",2.1181264513157
"Nlk",4.35631675145112e-07,-1.33824775304,0.109,0.319,0.00768628527626036,"Down",2.11428350074514
"Pak7",4.4009109294115e-07,-1.21635141472579,0.141,0.369,0.00776496724385365,"Down",2.10986037198225
"Ndfip1",4.43492682982852e-07,-1.27960608513144,0.115,0.33,0.00782498489854945,"Down",2.1065164919263
"Cop1",4.49897282743574e-07,-1.70081783242471,0.071,0.262,0.00793798765672761,"Down",2.10028958073992
"Slc9a9",4.51163608902967e-07,-1.07163133144687,0.115,0.334,0.00796033071548396,"Down",2.0990688889299
"Pacrg",4.56006684566787e-07,-1.46377863512386,0.096,0.299,0.00804578194249638,"Down",2.09443174189325
"Purg",4.62759511707453e-07,-2.2705779265022,0.026,0.194,0.0081649288245663,"Down",2.08804759674885
"Pag1",4.72702142717502e-07,-2.34503691870264,0.045,0.22,0.00834035660610761,"Down",2.07881537996732
"Supt3",4.74101897254218e-07,-1.60710339760252,0.051,0.239,0.00836505387515342,"Down",2.07753125761773
"Stxbp5l",4.80055236814834e-07,-0.680716626368202,0.282,0.545,0.00847009459836093,"Down",2.07211173921868
"Gpatch2",4.81616301924984e-07,-1.86117229530268,0.071,0.259,0.00849763803116441,"Down",2.07070177223638
"Chn1",4.85104080494066e-07,-1.86366830810675,0.083,0.273,0.0085591763962373,"Down",2.06756802314738
"Ctif",5.16326273213476e-07,-0.688984242351802,0.314,0.582,0.00911006076457856,"Down",2.04047872625059
"Ascc3",5.18418161413406e-07,-1.04011942667423,0.167,0.396,0.00914697003997813,"Down",2.03872274340249
"2210408F21Rik",5.24694692158628e-07,-0.946262251358045,0.16,0.387,0.00925771314844684,"Down",2.03349628002077
"Tmeff2",5.25223563604545e-07,-0.895729517339052,0.224,0.49,0.00926704455623859,"Down",2.03305874887248
"Trim9",5.26672651275331e-07,-0.976649512722619,0.205,0.439,0.00929261225910193,"Down",2.0318621837201
"Elavl1",5.28907137797113e-07,-1.83389026352119,0.045,0.226,0.00933203753929227,"Down",2.03002352287071
"Neto2",5.3749354416964e-07,-2.46475047419119,0.026,0.191,0.00948353609332912,"Down",2.02302969858197
"Shisa9",5.48566052309955e-07,-1.23760060405592,0.186,0.406,0.00967889942695685,"Down",2.01417402285414
"Ica1",5.50896910766434e-07,-1.01801994714248,0.173,0.398,0.00972002509356296,"Down",2.01233261388218
"Slc4a10",5.51793477026419e-07,-1.21518935663566,0.173,0.394,0.00973584410865413,"Down",2.01162638869062
"Arid1b",5.63944036890233e-07,-0.956102135318534,0.173,0.411,0.00995022858689127,"Down",2.00216694207988
"Snrnp70",5.65099579697075e-07,0.630722411428647,0.788,0.804,0.00997061698417518,"Up",2.0012779666099
"Atxn2l",5.71200299051674e-07,-0.980550950404947,0.212,0.444,0.0100782580764677,"Down",1.99661452475076
"Rabgap1l",5.82039841839049e-07,-0.832719719813251,0.263,0.532,0.0102695109694082,"Down",1.98845023686467
"Gabrg2",6.10147118591818e-07,-1.39168701200146,0.122,0.328,0.010765435760434,"Down",1.96796838622863
"Srrt",6.128058268813e-07,1.13022560389716,0.5,0.332,0.0108123460094936,"Up",1.96608006474825
"Camk2g",6.19746254591535e-07,-0.765605523954714,0.256,0.517,0.010934802916013,"Down",1.9611890400849
"Zdhhc2",6.34555494920423e-07,-1.46614370949105,0.122,0.323,0.0111960971523759,"Down",1.95093334166732
"Ldb2",6.36569091161938e-07,-1.69005449094754,0.103,0.299,0.0112316250444612,"Down",1.94955740341936
"Grb10",6.42070182376326e-07,-0.984451604489594,0.231,0.466,0.0113286862978479,"Down",1.94582044906639
"Apc",6.43607971249417e-07,-0.508578975811449,0.404,0.723,0.0113558190447247,"Down",1.94478153658504
"Rars2",6.99549361918211e-07,-1.57671890583398,0.103,0.299,0.0123428489416849,"Down",1.90858458610105
"Pja2",7.00184574978231e-07,-1.21913654115233,0.147,0.361,0.0123540566409159,"Down",1.90819041183912
"Map2",7.10028484124203e-07,-0.569685313979458,0.532,0.817,0.0125277425738874,"Down",1.90212717928747
"Osbpl10",7.17441508814355e-07,-2.17511191726033,0.051,0.226,0.0126585379815205,"Down",1.89761645097141
"Tmtc1",7.19512911424957e-07,-1.66343863493637,0.051,0.235,0.0126950858091819,"Down",1.89636435927799
"Xrcc4",7.28190512579468e-07,-1.86771514116946,0.058,0.239,0.0128481934039521,"Down",1.89115793457808
"March1",7.29619699756669e-07,-0.899707800453308,0.5,0.732,0.0128734099825067,"Down",1.89030639944921
"Map3k7",7.29922513097064e-07,-1.49297034783864,0.083,0.279,0.0128787528210846,"Down",1.89012619203416
"Ttll5",7.36533022658071e-07,-1.34503691870264,0.115,0.321,0.012995388651779,"Down",1.88621072756743
"Gabrg1",7.4894541225151e-07,-2.41445831966012,0.038,0.207,0.0132143928537656,"Down",1.87895278609388
"Acadsb",7.5078985791072e-07,-1.19528979919796,0.154,0.369,0.0132469362529767,"Down",1.87788455359744
"Hs6st2",7.50908094440696e-07,-1.30381425597613,0.077,0.275,0.0132490224183116,"Down",1.87781616504759
"Msi2",7.87189671394503e-07,-0.914108046653907,0.295,0.55,0.0138891745620846,"Down",1.85732356375007
"Htr2c",8.07618913966613e-07,-2.10509199022638,0.147,0.339,0.0142496281180269,"Down",1.84619646957802
"Gabrg3",8.17429592379188e-07,-0.806927051648587,0.583,0.783,0.0144227277279384,"Down",1.84095259501456
"Glg1",8.321396706782e-07,-0.858254811920389,0.231,0.486,0.0146822723494462,"Down",1.83320672422557
"Cbarp",8.47717815088197e-07,1.26218296640128,0.468,0.305,0.0149571331294161,"Up",1.82515164078905
"Sesn1",8.86782168734823e-07,-1.9157672705756,0.051,0.228,0.0156463845851572,"Down",1.80558599908303
"Relch",9.01380081666228e-07,-1.18018290680775,0.103,0.308,0.0159039501609189,"Down",1.79849499391707
"Slc6a6",9.10709554994626e-07,-1.22385895139473,0.122,0.33,0.0160685593883252,"Down",1.79402305775726
"Aatf",9.12206588583001e-07,-2.29482547274887,0.032,0.196,0.0160949730489585,"Down",1.79330974620412
"Fhod3",9.21776447949812e-07,-1.14430587047915,0.154,0.369,0.0162638236476265,"Down",1.78877734349926
"Lrba",9.21879790099705e-07,-0.92568273944068,0.179,0.415,0.0162656470165192,"Down",1.78872865662958
"Fmn2",9.33249307023505e-07,-1.37749313041871,0.122,0.325,0.0164662507731227,"Down",1.78340527477692
"Ica1l",9.42178457608289e-07,-1.75822599358912,0.045,0.218,0.0166237967060406,"Down",1.77926978078212
"Sil1",9.43513830752361e-07,-1.49907054737506,0.058,0.24,0.0166473580297947,"Down",1.77865468012304
"Lgi1",9.45162931610593e-07,-1.66405928241459,0.064,0.246,0.0166764547653373,"Down",1.77789627021499
"Mapk10",9.79517857332292e-07,-0.585749275756138,0.449,0.716,0.017282613074771,"Down",1.76239059298229
"Trpc1",1.00802917839822e-06,-2.92321025376116,0.019,0.172,0.0177856668236582,"Down",1.7499298475203
"Cntn6",1.02561363197374e-06,-1.11445872458491,0.135,0.343,0.0180959269225446,"Down",1.74241916624265
"B3galt1",1.0300872706945e-06,-1.04406464863554,0.321,0.55,0.0181748598041337,"Down",1.74052893048411
"Tbc1d32",1.04559747072749e-06,-1.98188616108877,0.045,0.217,0.0184485217735159,"Down",1.73403842686669
"Cd47",1.10347356041909e-06,-1.81978066410575,0.058,0.235,0.0194696875000344,"Down",1.71064101910656
"Mapk1",1.12575962638856e-06,-1.21024014066393,0.109,0.312,0.0198629028479997,"Down",1.70195728158373
"Gapvd1",1.13044753594123e-06,-0.887485523244143,0.244,0.473,0.0199456163241471,"Down",1.70015253934709
"Ttc7b",1.13087117286095e-06,-1.09391277882288,0.167,0.382,0.0199530909739586,"Down",1.69998981732299
"Tctn2",1.13546818356664e-06,-2.45402406759813,0.038,0.202,0.0200342006308499,"Down",1.69822798133394
"Clstn2",1.14110132277344e-06,-1.25043135339042,0.25,0.472,0.0201335917390146,"Down",1.69607874208655
"Lnpep",1.17547643630969e-06,-1.78025229991912,0.058,0.235,0.0207401062422482,"Down",1.68318902324573
"Cstf3",1.17681406132263e-06,-1.24492056692256,0.128,0.332,0.0207637072979765,"Down",1.68269510191656
"Fndc3b",1.1824097027612e-06,-1.2827526404483,0.135,0.338,0.0208624367955187,"Down",1.68063496604183
